Gene	Mutations	Coverage	p-value	q-value	Rank
MRTFB	9	4681	0.021571101	0.069532843	5066
PCMTD1	9	4855	0.021577465	0.069532843	5067
DDX50	9	3872	0.021579462	0.069532843	5068
TLR9	10	4411	0.021579542	0.069532843	5069
IGKV1D-43	9	4113	0.021580190	0.069532843	5070
NAP1L2	10	4681	0.021581488	0.069532843	5071
ETHE1	9	3674	0.021585978	0.069532843	5072
RTBDN	10	4810	0.021586790	0.069532843	5073
TMC5	10	4498	0.021587599	0.069532843	5074
NCOA7	8	4355	0.021588276	0.069532843	5075
IWS1	10	4528	0.021592360	0.069532843	5076
NXF1	9	4046	0.021597502	0.069534108	5077
NMT1	9	3647	0.021607922	0.069534108	5078
IGKV1-6	8	3170	0.021611315	0.069534108	5079
IBTK	10	3125	0.021611654	0.069534108	5080
DNMT3B	9	4948	0.021614908	0.069534108	5081
UST	9	4674	0.021618276	0.069534108	5082
PRF1	8	4598	0.021628261	0.069552539	5083
OR9K2	10	4377	0.021636811	0.069554894	5084
PAPSS2	8	3191	0.021640155	0.069554894	5085
ADAMTSL2	9	4147	0.021656265	0.069554894	5086
GPATCH2	8	3360	0.021662424	0.069554894	5087
SOD2	9	3136	0.021663317	0.069554894	5088
FAM111B	8	3403	0.021664944	0.069554894	5089
FMR1NB	9	3400	0.021665135	0.069554894	5090
FCGR3B	8	3326	0.021671022	0.069554894	5091
AR	9	4558	0.021673364	0.069554894	5092
FZD2	9	4794	0.021678925	0.069554894	5093
NUTM2G	8	3244	0.021687080	0.069554894	5094
FOXB2	7	4342	0.021689451	0.069554894	5095
FASLG	9	4286	0.021692261	0.069554894	5096
NECTIN1	10	3067	0.021692319	0.069554894	5097
ZKSCAN1	8	3619	0.021693211	0.069554894	5098
ASB7	10	3940	0.021697076	0.069554894	5099
OR5H14	10	4932	0.021718003	0.069555526	5100
KCNJ5	9	3161	0.021724989	0.069555526	5101
BICRAL	10	3126	0.021729081	0.069555526	5102
BOLL	9	4366	0.021737193	0.069555526	5103
MAP3K5	10	4478	0.021741071	0.069555526	5104
ATP9A	12	4727	0.021741540	0.069555526	5105
CCT4	9	4228	0.021756589	0.069555526	5106
DROSHA	11	4594	0.021756862	0.069555526	5107
TDRD10	8	4399	0.021762010	0.069555526	5108
BAAT	10	4110	0.021764150	0.069555526	5109
LIN7A	8	3552	0.021764784	0.069555526	5110
SPNS3	8	4823	0.021765708	0.069555526	5111
ECEL1	10	3510	0.021784754	0.069555526	5112
RORB	8	3007	0.021791808	0.069555526	5113
ZNF624	9	4924	0.021799192	0.069555526	5114
MMD2	8	3480	0.021801955	0.069555526	5115
PRDM1	10	4239	0.021803987	0.069555526	5116
B4GALNT1	9	4317	0.021810708	0.069555526	5117
SCAMP2	9	3690	0.021811728	0.069555526	5118
EEF1A2	7	3018	0.021811972	0.069555526	5119
AURKC	10	4488	0.021818899	0.069555526	5120
RCSD1	6	4270	0.021825357	0.069555526	5121
EPB41L4B	11	4939	0.021834633	0.069555526	5122
DPYSL4	10	3818	0.021838885	0.069555526	5123
OR13C3	9	4682	0.021844541	0.069555526	5124
MGAT5	10	4682	0.021848022	0.069555526	5125
CETN1	9	4479	0.021852209	0.069555526	5126
ROR1	9	4414	0.021854162	0.069555526	5127
MDM1	10	3882	0.021855738	0.069555526	5128
PDGFD	9	4591	0.021864137	0.069555526	5129
SPATS1	8	3508	0.021865821	0.069555526	5130
CC2D2A	10	3985	0.021869340	0.069555526	5131
NELFCD	9	4845	0.021870004	0.069555526	5132
ITM2A	10	3559	0.021871349	0.069555526	5133
METTL22	8	3261	0.021872958	0.069555526	5134
MAP2K4	9	4752	0.021878725	0.069555526	5135
ZNF622	11	4012	0.021880102	0.069555526	5136
LCE2D	9	4324	0.021885897	0.069555526	5137
TBL1XR1	9	3857	0.021888597	0.069555526	5138
TRAT1	8	3617	0.021890371	0.069555526	5139
SRMS	9	3487	0.021893433	0.069555526	5140
MMP17	9	4679	0.021894443	0.069555526	5141
H3C3	8	3753	0.021894875	0.069555526	5142
TCEAL6	9	3903	0.021898001	0.069555526	5143
RBM14	8	3841	0.021908010	0.069555526	5144
ADAR	7	4671	0.021913563	0.069555526	5145
SEMA7A	8	4450	0.021914276	0.069555526	5146
SYNJ2	10	3654	0.021915036	0.069555526	5147
VAT1L	8	3993	0.021915539	0.069555526	5148
TNRC6B	9	3053	0.021920220	0.069555526	5149
BTN1A1	9	3389	0.021921767	0.069555526	5150
KRTAP9-3	9	3048	0.021927344	0.069555526	5151
SPART	9	3456	0.021935801	0.069555526	5152
SMAP2	10	4607	0.021941095	0.069555526	5153
RAD50	11	3268	0.021954039	0.069555526	5154
TSGA10IP	9	4847	0.021960556	0.069555526	5155
RAD51AP1	10	3124	0.021972467	0.069555526	5156
LPCAT1	10	3364	0.021981770	0.069555526	5157
AP3B2	9	3557	0.021987430	0.069555526	5158
USO1	9	4124	0.021999996	0.069555526	5159
PRDM11	10	4291	0.022000075	0.069555526	5160
PLAG1	10	4970	0.022000873	0.069555526	5161
CPN1	10	4502	0.022002486	0.069555526	5162
PDCD1LG2	10	3340	0.022005009	0.069555526	5163
SLC9B1	9	4875	0.022005317	0.069555526	5164
TUBA3D	9	3193	0.022005885	0.069555526	5165
CKAP5	10	3304	0.022020884	0.069555526	5166
FOXD4L5	10	3835	0.022022126	0.069555526	5167
ZC3H7B	8	3585	0.022025308	0.069555526	5168
RAI2	8	4872	0.022029645	0.069555526	5169
VRTN	10	4830	0.022029789	0.069555526	5170
PREB	9	4451	0.022036620	0.069555526	5171
RTP2	10	3573	0.022041959	0.069555526	5172
PTGER2	8	4824	0.022042660	0.069555526	5173
OR5H6	9	4036	0.022043998	0.069555526	5174
F9	10	4952	0.022045521	0.069555526	5175
ITPKB	11	3246	0.022046421	0.069555526	5176
GAA	10	4058	0.022049280	0.069555526	5177
UBE2NL	9	4336	0.022049583	0.069555526	5178
POTEM	9	3396	0.022073037	0.069555526	5179
STK26	8	4877	0.022077466	0.069555526	5180
PTX4	7	3745	0.022088070	0.069555526	5181
SLC35E3	10	3092	0.022089332	0.069555526	5182
PCNX3	9	4642	0.022094001	0.069555526	5183
KDM7A	9	3488	0.022096015	0.069555526	5184
TLR2	8	3618	0.022101171	0.069555526	5185
PAXBP1	10	4845	0.022104901	0.069555526	5186
TMEM196	7	3567	0.022105687	0.069555526	5187
SLC26A5	9	4494	0.022105943	0.069555526	5188
FGFR4	11	3675	0.022110402	0.069555526	5189
SRP54	7	4115	0.022111978	0.069555526	5190
LCK	9	4722	0.022112793	0.069555526	5191
KIF18B	8	3115	0.022116054	0.069555526	5192
ALG13	9	3011	0.022122351	0.069555526	5193
GPR31	9	3725	0.022128884	0.069555526	5194
HSPA2	9	3024	0.022131146	0.069555526	5195
OR51E1	9	3407	0.022134586	0.069555526	5196
SOGA3	10	3575	0.022137832	0.069555526	5197
SIAH2	9	3397	0.022144186	0.069555526	5198
UQCC1	8	4649	0.022153766	0.069555526	5199
ACTG2	10	4237	0.022154988	0.069555526	5200
MCAM	9	4997	0.022158081	0.069555526	5201
YTHDC2	8	3175	0.022163781	0.069555526	5202
SERGEF	9	3951	0.022165348	0.069555526	5203
HPX	9	4102	0.022168911	0.069555526	5204
NAMPT	9	3277	0.022170251	0.069555526	5205
ARSB	8	4970	0.022171919	0.069555526	5206
TFDP1	9	3117	0.022177772	0.069555526	5207
NTHL1	8	4751	0.022180375	0.069555526	5208
SPOCD1	8	4366	0.022188742	0.069555526	5209
ARHGAP29	8	3383	0.022193402	0.069555526	5210
GPR39	9	3321	0.022195550	0.069555526	5211
CD44	7	4678	0.022196205	0.069555526	5212
FUT10	9	3411	0.022203076	0.069555526	5213
CDH3	9	3935	0.022208499	0.069555526	5214
WDR41	10	4594	0.022212185	0.069555526	5215
OR1L8	9	4884	0.022220918	0.069555526	5216
UHRF1BP1	9	3324	0.022222499	0.069555526	5217
PAMR1	11	3574	0.022227486	0.069555526	5218
LINS1	8	3361	0.022229635	0.069555526	5219
DHX38	9	3792	0.022233101	0.069555526	5220
OPN1SW	8	3923	0.022234685	0.069555526	5221
LCE2A	9	3056	0.022235863	0.069555526	5222
CGNL1	9	4151	0.022238232	0.069555526	5223
PFKL	8	3680	0.022243470	0.069555526	5224
TAAR5	11	4466	0.022244903	0.069555526	5225
ST8SIA5	10	4467	0.022249974	0.069555526	5226
CAVIN4	9	3490	0.022252493	0.069555526	5227
ACOX3	9	4474	0.022253993	0.069555526	5228
TSPYL6	9	4097	0.022264718	0.069555526	5229
CD177	8	3031	0.022266721	0.069555526	5230
CCL14	11	4556	0.022267384	0.069555526	5231
TDRD7	10	3000	0.022281583	0.069555526	5232
ZNF547	9	4106	0.022283915	0.069555526	5233
NKX2-2	9	4146	0.022288309	0.069555526	5234
EGR1	8	4981	0.022288665	0.069555526	5235
NSD2	9	3353	0.022305486	0.069555526	5236
MS4A1	11	4529	0.022318235	0.069555526	5237
GPRC5C	9	3319	0.022320354	0.069555526	5238
GNG2	8	3825	0.022322066	0.069555526	5239
RNF216	8	4380	0.022322514	0.069555526	5240
ORC2	10	4107	0.022325755	0.069555526	5241
INPP4A	9	3539	0.022328319	0.069555526	5242
PRKAA2	8	3305	0.022340225	0.069555526	5243
DPF3	9	3470	0.022341970	0.069555526	5244
MYEF2	9	4708	0.022348556	0.069555526	5245
SOX3	9	4594	0.022349593	0.069555526	5246
ZNF577	8	4528	0.022353011	0.069555526	5247
GOLGA6B	9	4313	0.022355020	0.069555526	5248
PDS5B	8	4863	0.022355221	0.069555526	5249
ZNF354C	11	3648	0.022355255	0.069555526	5250
EFCAB3	9	3276	0.022355684	0.069555526	5251
SLC16A1	7	3329	0.022367519	0.069555526	5252
LMBRD2	9	3492	0.022367736	0.069555526	5253
TBC1D14	8	4988	0.022372425	0.069555526	5254
OR7C2	9	3209	0.022372537	0.069555526	5255
GADD45A	9	3846	0.022373006	0.069555526	5256
DENND4B	7	3454	0.022384736	0.069555526	5257
PIM2	7	3615	0.022396329	0.069555526	5258
NFKBIZ	8	4534	0.022399062	0.069555526	5259
MS4A6E	9	3910	0.022399202	0.069555526	5260
TCTN2	9	3276	0.022407620	0.069555526	5261
PRDM15	8	3627	0.022413851	0.069555526	5262
ZC3H3	10	3282	0.022414006	0.069555526	5263
CFHR2	10	3018	0.022414982	0.069555526	5264
SAMD3	8	3835	0.022417444	0.069555526	5265
RBM27	10	4490	0.022421635	0.069555526	5266
RNF128	8	4164	0.022421849	0.069555526	5267
KBTBD8	10	3173	0.022424309	0.069555526	5268
KAT7	7	4738	0.022437314	0.069555526	5269
PAX3	10	4314	0.022441505	0.069555526	5270
EXOC3L1	8	3873	0.022443448	0.069555526	5271
TMPRSS11F	8	4081	0.022450153	0.069555526	5272
HERC6	10	4399	0.022453320	0.069555526	5273
PLCB3	9	3328	0.022458903	0.069555526	5274
RSPH14	8	3679	0.022462227	0.069555526	5275
LSG1	9	3445	0.022464627	0.069555526	5276
CAPRIN1	8	3917	0.022465441	0.069555526	5277
SLC2A9	9	3783	0.022470886	0.069555526	5278
PTPN23	9	3623	0.022475527	0.069555526	5279
CD96	8	4149	0.022480499	0.069555526	5280
UBQLNL	8	4216	0.022481569	0.069555526	5281
CKAP2L	8	4426	0.022486964	0.069555526	5282
RRBP1	9	4051	0.022500617	0.069555526	5283
ADGRE5	10	3556	0.022511304	0.069555526	5284
MERTK	9	4177	0.022517042	0.069555526	5285
FBXO38	8	4112	0.022517618	0.069555526	5286
MOGAT3	9	4928	0.022521013	0.069555526	5287
SH3GL2	9	4313	0.022522978	0.069555526	5288
ADAMTSL4	9	4326	0.022530301	0.069555526	5289
TAGAP	8	3461	0.022530305	0.069555526	5290
LAD1	9	4417	0.022535147	0.069555526	5291
AFAP1L2	9	4082	0.022535864	0.069555526	5292
VAV1	8	3552	0.022537616	0.069555526	5293
SLC12A3	10	4207	0.022538375	0.069555526	5294
HBG2	9	4145	0.022540115	0.069555526	5295
DEUP1	8	4937	0.022552082	0.069555526	5296
SYNGAP1	10	4842	0.022567565	0.069555526	5297
TTYH1	8	4491	0.022569866	0.069555526	5298
ADRA1A	10	4935	0.022575662	0.069555526	5299
GNL3L	8	4714	0.022577490	0.069555526	5300
CLMP	8	4375	0.022581468	0.069555526	5301
POLG	9	3817	0.022595340	0.069555526	5302
IGHV3-13	7	3757	0.022600687	0.069555526	5303
ZDHHC8	9	4527	0.022600958	0.069555526	5304
STK36	10	3081	0.022610946	0.069555526	5305
GAS7	9	3286	0.022614292	0.069555526	5306
PCSK4	10	3578	0.022616948	0.069555526	5307
LYZL6	8	3890	0.022620812	0.069555526	5308
AMOTL1	9	4995	0.022631761	0.069555526	5309
SEMA4F	9	4288	0.022633514	0.069555526	5310
OR52M1	9	4275	0.022634022	0.069555526	5311
ABAT	8	3487	0.022653860	0.069555526	5312
MAPKBP1	10	4687	0.022654160	0.069555526	5313
TBC1D32	8	4271	0.022655637	0.069555526	5314
C3	10	4140	0.022658144	0.069555526	5315
TBXT	10	3541	0.022660113	0.069555526	5316
SARDH	8	3520	0.022662149	0.069555526	5317
CX3CR1	7	4874	0.022662776	0.069555526	5318
LRRC30	9	4205	0.022671401	0.069555526	5319
CELF4	9	4461	0.022671857	0.069555526	5320
PDCD6IP	7	3993	0.022676755	0.069555526	5321
VENTX	7	4503	0.022680944	0.069555526	5322
ASB12	9	3611	0.022684653	0.069555526	5323
GUSB	9	4810	0.022693848	0.069555526	5324
CCT6A	8	4390	0.022708470	0.069555526	5325
GRXCR1	7	3924	0.022709663	0.069555526	5326
ZNF134	8	3214	0.022725365	0.069555526	5327
ARMCX5	9	3982	0.022725503	0.069555526	5328
ITGB2	8	4125	0.022728711	0.069555526	5329
GMEB1	8	3545	0.022732941	0.069555526	5330
ZNF782	8	4035	0.022740045	0.069555526	5331
TARS1	10	3855	0.022750109	0.069555526	5332
OR10A6	10	3340	0.022751104	0.069555526	5333
PLXNB1	9	4697	0.022752962	0.069555526	5334
PTDSS1	9	4127	0.022753330	0.069555526	5335
UXS1	8	3946	0.022756494	0.069555526	5336
STAC	8	4134	0.022766651	0.069555526	5337
RNF43	7	3832	0.022778451	0.069555526	5338
ITGA7	10	4178	0.022778886	0.069555526	5339
STIM2	9	3532	0.022783693	0.069555526	5340
CAPS2	8	3868	0.022789144	0.069555526	5341
ARHGAP24	7	3972	0.022791546	0.069555526	5342
SPARC	9	3421	0.022796966	0.069555526	5343
WDTC1	8	3916	0.022798153	0.069555526	5344
GDPD2	9	4256	0.022801799	0.069555526	5345
HSF5	9	4815	0.022804838	0.069555526	5346
IGSF8	9	4808	0.022810026	0.069555526	5347
ZNF81	9	4150	0.022812719	0.069555526	5348
GABBR1	7	4504	0.022818195	0.069555526	5349
AKT2	7	3387	0.022823429	0.069555526	5350
FBXO34	10	3863	0.022827549	0.069555526	5351
SERPINE2	10	4236	0.022831493	0.069555526	5352
MAP3K3	10	4509	0.022832253	0.069555526	5353
MET	10	4643	0.022833948	0.069555526	5354
SPINK13	9	4848	0.022835098	0.069555526	5355
ZNF572	7	4334	0.022836941	0.069555526	5356
DPF2	7	3087	0.022840175	0.069555526	5357
LHX9	9	3989	0.022845170	0.069555526	5358
BCL6	10	3508	0.022846584	0.069555526	5359
LMAN1L	8	3843	0.022850116	0.069555526	5360
CATSPER1	8	4859	0.022852522	0.069555526	5361
ANKIB1	9	4119	0.022857972	0.069555526	5362
CKAP2	9	3159	0.022859372	0.069555526	5363
ANAPC5	7	4969	0.022859886	0.069555526	5364
ABCC2	8	3374	0.022864293	0.069555526	5365
ENTPD7	9	4901	0.022867375	0.069555526	5366
SLCO2A1	8	4537	0.022869000	0.069555526	5367
ZNF71	10	4836	0.022874340	0.069555526	5368
NRP1	9	4475	0.022878283	0.069555526	5369
MCM5	11	3566	0.022883671	0.069555526	5370
DIO3	8	4473	0.022893449	0.069555526	5371
TMEM67	8	4546	0.022904361	0.069555526	5372
SYDE2	9	4166	0.022906264	0.069555526	5373
CABIN1	8	4306	0.022911415	0.069555526	5374
SIX2	7	3677	0.022912279	0.069555526	5375
XKR6	10	3552	0.022913579	0.069555526	5376
TEX35	8	3927	0.022913926	0.069555526	5377
ATXN7L1	9	4228	0.022919867	0.069555526	5378
TMF1	8	4616	0.022920020	0.069555526	5379
MTG2	7	4279	0.022920258	0.069555526	5380
ERVW-1	8	4082	0.022921162	0.069555526	5381
DDR1	8	3404	0.022924079	0.069555526	5382
OARD1	10	3925	0.022930860	0.069555526	5383
GPR6	8	4674	0.022932391	0.069555526	5384
GRAP2	9	4378	0.022941854	0.069555526	5385
TUBB2B	10	3194	0.022945806	0.069555526	5386
PNLIPRP1	8	4815	0.022951770	0.069555526	5387
IPMK	9	3030	0.022970920	0.069555526	5388
PPP1CC	9	4124	0.022974210	0.069555526	5389
OR5P3	8	3474	0.022986241	0.069555526	5390
HNRNPM	9	4517	0.022990804	0.069555526	5391
ZNF337	9	3697	0.022992556	0.069555526	5392
ITCH	7	4767	0.022997281	0.069555526	5393
ADAMTS13	7	4340	0.023003687	0.069555526	5394
MAML3	9	4067	0.023003751	0.069555526	5395
MED6	9	4757	0.023010722	0.069555526	5396
CCDC181	8	4318	0.023012733	0.069555526	5397
SH3PXD2B	9	3103	0.023013244	0.069555526	5398
SIRPA	9	3140	0.023014579	0.069555526	5399
PPP1R9A	8	4976	0.023029158	0.069555526	5400
SRPX	8	3784	0.023031552	0.069555526	5401
SLC6A3	7	3546	0.023033674	0.069555526	5402
SIGLEC5	9	3744	0.023038061	0.069555526	5403
GTF2E1	8	4588	0.023044958	0.069555526	5404
SNX9	8	4878	0.023059074	0.069555526	5405
VEZF1	8	4107	0.023064963	0.069555526	5406
CUL5	8	4027	0.023065085	0.069555526	5407
AKAP12	10	4563	0.023066138	0.069555526	5408
ABRA	10	3712	0.023067002	0.069555526	5409
KRT14	9	4736	0.023069459	0.069555526	5410
PLEKHG4	9	4259	0.023074605	0.069555526	5411
KRTAP9-4	10	3498	0.023075201	0.069555526	5412
C12orf50	8	4132	0.023087586	0.069555526	5413
PPM1B	9	4407	0.023092420	0.069555526	5414
TOR1AIP2	9	4809	0.023094232	0.069555526	5415
L3MBTL4	10	3786	0.023096149	0.069555526	5416
KCNQ4	8	4062	0.023096556	0.069555526	5417
ARMH4	8	3009	0.023107966	0.069555526	5418
FAHD2B	10	4936	0.023114780	0.069555526	5419
GALNT7	7	4532	0.023121164	0.069555526	5420
MAP3K13	9	4570	0.023125859	0.069555526	5421
TTC5	8	4668	0.023126937	0.069555526	5422
HRH4	8	3419	0.023130413	0.069555526	5423
MAGED1	9	3224	0.023135066	0.069555526	5424
SEMA4C	8	4160	0.023143648	0.069555526	5425
NUCB1	9	4830	0.023146776	0.069555526	5426
KLHL18	8	4634	0.023151466	0.069555526	5427
ZNF100	9	4372	0.023158926	0.069555526	5428
ARHGEF2	8	3321	0.023161035	0.069555526	5429
PNLIPRP2	8	4443	0.023169503	0.069555526	5430
UGT1A5	9	4036	0.023170306	0.069555526	5431
KRT17	7	4675	0.023172787	0.069555526	5432
RBBP8	8	4120	0.023175212	0.069555526	5433
LYSMD4	9	4710	0.023176807	0.069555526	5434
ABL1	8	3330	0.023178193	0.069555526	5435
SERPINB9	6	4590	0.023181461	0.069555526	5436
UGT1A10	9	3713	0.023183470	0.069555526	5437
PRODH2	8	4792	0.023188106	0.069555526	5438
ITGA6	9	3436	0.023189400	0.069555526	5439
OR52A1	8	4187	0.023190385	0.069555526	5440
KIFC1	9	3839	0.023197903	0.069555526	5441
ASIC5	7	4173	0.023198155	0.069555526	5442
TTC24	7	3169	0.023200594	0.069555526	5443
OCRL	9	3320	0.023200917	0.069555526	5444
FAM71C	8	4208	0.023201030	0.069555526	5445
IGF1R	9	4818	0.023203159	0.069555526	5446
RC3H1	10	4872	0.023208196	0.069555526	5447
SLC7A3	8	3273	0.023208854	0.069555526	5448
NEFL	6	3380	0.023211594	0.069555526	5449
NT5C1A	9	4091	0.023213344	0.069555526	5450
HOOK3	9	4761	0.023217264	0.069555526	5451
POM121C	9	3615	0.023229671	0.069555526	5452
NR3C2	9	3112	0.023231045	0.069555526	5453
PRORP	7	3801	0.023233609	0.069555526	5454
SLC11A1	9	3442	0.023236721	0.069555526	5455
TRAV20	10	4556	0.023236757	0.069555526	5456
CCDC88C	8	4475	0.023246386	0.069555526	5457
TTF1	10	4472	0.023247887	0.069555526	5458
FGFRL1	8	4024	0.023248290	0.069555526	5459
PGAP1	8	3182	0.023250545	0.069555526	5460
SEMA4A	8	4434	0.023253697	0.069555526	5461
FCN2	9	3659	0.023257550	0.069555526	5462
TRIP13	9	4799	0.023257714	0.069555526	5463
KIF18A	10	3997	0.023259177	0.069555526	5464
PAXIP1	7	3202	0.023266997	0.069555526	5465
HS3ST2	8	3661	0.023272419	0.069555526	5466
MYO1H	10	4823	0.023285333	0.069555526	5467
DNAJB8	8	3124	0.023293304	0.069555526	5468
FAM169A	8	4909	0.023297245	0.069555526	5469
ARSJ	8	4217	0.023298421	0.069555526	5470
DPY19L3	9	4793	0.023302505	0.069555526	5471
HAUS7	9	3541	0.023303558	0.069555526	5472
MYEOV	8	3999	0.023303652	0.069555526	5473
MDGA1	10	3736	0.023305371	0.069555526	5474
MCOLN2	8	4196	0.023314245	0.069555526	5475
FCAR	8	4914	0.023317454	0.069555526	5476
TMEM185A	6	4112	0.023318490	0.069555526	5477
ANKRD28	7	4637	0.023320089	0.069555526	5478
CALB2	8	3253	0.023321940	0.069555526	5479
TAAR8	8	3103	0.023326638	0.069555526	5480
CYP4F12	9	4581	0.023328912	0.069555526	5481
CELF2	9	3054	0.023336146	0.069555526	5482
TMEM81	8	4326	0.023340188	0.069555526	5483
ABCF3	8	3112	0.023369274	0.069555526	5484
CNTNAP1	9	4946	0.023376464	0.069555526	5485
HNRNPU	8	3656	0.023381677	0.069555526	5486
GAD1	9	4265	0.023383201	0.069555526	5487
USP1	9	3522	0.023398736	0.069555526	5488
VMP1	7	4465	0.023398795	0.069555526	5489
ELN	7	3457	0.023404031	0.069555526	5490
RORA	8	3366	0.023407346	0.069555526	5491
HGFAC	10	3403	0.023408221	0.069555526	5492
VPS36	7	4437	0.023419168	0.069555526	5493
C3AR1	9	4878	0.023428523	0.069555526	5494
NAIP	9	3483	0.023435341	0.069555526	5495
TBCD	8	3594	0.023439282	0.069555526	5496
CPNE7	7	4717	0.023443628	0.069555526	5497
ZNF131	8	3341	0.023449794	0.069555526	5498
SPESP1	9	3234	0.023457071	0.069555526	5499
ZER1	7	3806	0.023459476	0.069555526	5500
CYB5R4	8	3220	0.023469118	0.069555526	5501
PELI2	8	4659	0.023470892	0.069555526	5502
SERPINA10	10	4455	0.023477597	0.069555526	5503
ERRFI1	8	4474	0.023485137	0.069555526	5504
RBM43	7	3061	0.023498847	0.069555526	5505
CWC25	7	3517	0.023502356	0.069555526	5506
SLC38A10	9	4590	0.023503577	0.069555526	5507
TCAF2	8	3890	0.023503820	0.069555526	5508
CNDP1	7	3114	0.023504671	0.069555526	5509
CRHBP	8	3083	0.023507252	0.069555526	5510
OR52I2	9	3870	0.023513498	0.069555526	5511
DOCK8	8	4581	0.023524979	0.069555526	5512
GBP7	8	3127	0.023525067	0.069555526	5513
YIPF1	8	3660	0.023527083	0.069555526	5514
RBM12B	9	4180	0.023537795	0.069555526	5515
GPR55	10	3442	0.023538382	0.069555526	5516
ZNF133	8	4476	0.023544940	0.069555526	5517
SLC15A1	9	4258	0.023546892	0.069555526	5518
KLHL22	9	4856	0.023548510	0.069555526	5519
WNT11	8	3332	0.023550851	0.069555526	5520
NTF3	9	3392	0.023554803	0.069555526	5521
OR2W1	8	4923	0.023568882	0.069555526	5522
IL2	8	4927	0.023570520	0.069555526	5523
KRT32	7	4572	0.023570555	0.069555526	5524
GLA	8	3186	0.023575896	0.069555526	5525
HTRA4	8	3503	0.023578952	0.069555526	5526
SPICE1	8	4164	0.023580356	0.069555526	5527
ZAP70	8	4306	0.023580536	0.069555526	5528
TRIM21	8	4772	0.023587313	0.069555526	5529
ARHGAP9	7	4019	0.023587969	0.069555526	5530
UBE3C	9	4858	0.023589321	0.069555526	5531
ADCY4	8	4578	0.023591850	0.069555526	5532
ISLR2	8	4787	0.023602596	0.069555526	5533
NLRC3	7	3464	0.023605775	0.069555526	5534
TMEM87B	8	4567	0.023607039	0.069555526	5535
CRYBA4	8	4957	0.023612656	0.069555526	5536
CATSPERG	8	4179	0.023614658	0.069555526	5537
AOC3	9	3775	0.023620477	0.069555526	5538
AKAP11	9	4856	0.023623537	0.069555526	5539
GNL1	8	3174	0.023624032	0.069555526	5540
ASB3	8	3960	0.023624172	0.069555526	5541
ARHGEF10	7	4410	0.023624564	0.069555526	5542
ZP2	8	3887	0.023642568	0.069555526	5543
ERP44	8	4360	0.023647029	0.069555526	5544
CBX2	9	4137	0.023654094	0.069555526	5545
DBX1	9	4791	0.023654913	0.069555526	5546
KCNJ4	7	4491	0.023661216	0.069555526	5547
RASA1	8	3039	0.023664187	0.069555526	5548
POLR1F	7	3898	0.023664380	0.069555526	5549
CAND2	9	3374	0.023664434	0.069555526	5550
ANGPTL5	8	4056	0.023665039	0.069555526	5551
CRTAM	7	4456	0.023666502	0.069555526	5552
FEZ1	9	4227	0.023670332	0.069555526	5553
ESR1	9	4048	0.023672622	0.069555526	5554
ZMYM2	10	4580	0.023679822	0.069555526	5555
ZNF570	8	4162	0.023680068	0.069555526	5556
